qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
22-A-1584138,Ames,Ames E1,0,Low,75,LC_2233,1,11,2,1584138,CM37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,13.742,NA,2.89,1.573,NA,12,353,10.51,37.1,9.1,NA,47.3,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,14.046,NA,2.823,1.474,NA,12,312,11.346,35.4,10.5,NA,46.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,13.271,NA,2.977,1.529,NA,14,337,11.632,39.2,10.2,NA,49.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,13.111,NA,2.902,1.847,NA,14,289,11.419,33,10.3,NA,42.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,13.816,NA,2.845,1.444,NA,12,317,10.473,33.2,10.9,NA,45.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584139,Ames,Ames E1,0,Low,75,LC_2233,1,13,4,1584139,IDS69,NA,NA,2.742,NA,NA,12,NA,NA,NA,NA,NA,46.6,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584140,Ames,Ames E1,0,Low,75,LC_2233,1,15,2,1584140,CML220,14.696,NA,4.064,2.433,NA,13,162,31.111,50.4,16.4,NA,65.2,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584140,Ames,Ames E1,0,Low,75,LC_2233,1,15,2,1584140,CML220,12.239,NA,3.989,2.573,NA,13,139,31.151,43.3,13.9,NA,56.5,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584140,Ames,Ames E1,0,Low,75,LC_2233,1,15,2,1584140,CML220,10.734,NA,3.903,2.799,NA,12,89,36.292,32.3,14.7,NA,45.5,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584140,Ames,Ames E1,0,Low,75,LC_2233,1,15,2,1584140,CML220,NA,NA,4.06,NA,NA,14,NA,NA,NA,NA,NA,77.3,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,10.631,NA,3.196,2.424,NA,14,125,18.56,23.2,6,NA,29.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,8.9,NA,3.334,2.335,NA,16,116,21.034,24.4,6,NA,30.6,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,11.407,NA,3.478,2.553,NA,14,195,20.462,39.9,7.7,NA,47.3,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,11.657,NA,3.541,2.562,NA,12,162,21.173,34.3,11,NA,45.1,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,10.164,NA,3.223,2.258,NA,14,114,17.193,19.6,6.3,NA,25.9,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584141,Ames,Ames E1,0,Low,75,LC_2233,1,7,4,1584141,EP1,NA,NA,2.675,NA,NA,11,NA,NA,NA,NA,NA,25.5,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,10.95,NA,3.52,2.582,NA,20,184,12.065,22.2,16.7,NA,39.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,9.772,NA,3.267,2.251,NA,16,174,12.069,21,12.2,NA,33.7,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,7.504,NA,3.072,2.14,NA,16,114,10.789,12.3,9.6,NA,23.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,11.352,NA,3.724,2.749,NA,20,363,12.534,45.5,19.3,NA,64,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,13.462,NA,3.454,2.453,NA,18,347,12.017,41.7,22.1,NA,63.2,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584142,Ames,Ames E1,0,Low,75,LC_2233,1,6,2,1584142,I29,NA,NA,3.282,NA,NA,16,NA,NA,NA,NA,NA,45.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584143,Ames,Ames E1,0,Low,75,LC_2233,1,3,4,1584143,NC302,12.117,NA,NA,2.24,NA,10,135,29.556,39.9,9.3,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584143,Ames,Ames E1,0,Low,75,LC_2233,1,3,4,1584143,NC302,7.959,NA,NA,1.989,NA,8,36,29.444,10.6,4.7,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584143,Ames,Ames E1,0,Low,75,LC_2233,1,3,4,1584143,NC302,12.194,NA,NA,2.075,NA,10,80,31.625,25.3,9.5,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584143,Ames,Ames E1,0,Low,75,LC_2233,1,3,4,1584143,NC302,9.999,NA,NA,2.248,NA,10,95,33.474,31.8,7.6,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,16.324,NA,3.809,2.678,NA,12,175,29.543,51.7,11.7,NA,62.4,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,15.903,NA,2.99,2.603,NA,12,75,25.067,18.8,12.6,NA,32.7,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,15.312,NA,3.671,2.527,NA,12,156,30.192,47.1,12.2,NA,58.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,12.865,NA,3.889,2.56,NA,13,194,26.959,52.3,9.8,NA,61.1,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,12.109,NA,3.255,2.442,NA,9,126,29.444,37.1,8.6,NA,46.1,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584144,Ames,Ames E1,0,Low,75,LC_2233,1,12,4,1584144,NC346,NA,NA,3.619,NA,NA,10,NA,NA,NA,NA,NA,71.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,11.303,NA,3.957,2.32,NA,10,198,33.485,66.3,17,NA,81.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,9.891,NA,3.552,2.157,NA,12,236,19.915,47,12.6,NA,58.7,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,10.458,NA,4.21,2.369,NA,12,212,31.934,67.7,17.6,NA,85.6,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,12.003,NA,4.082,2.35,NA,10,240,30.833,74,17.5,NA,90.3,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,12.158,NA,4.212,2.515,NA,12,247,31.862,78.7,18.9,NA,96.2,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584145,Ames,Ames E1,0,Low,75,LC_2233,1,10,4,1584145,YU796_NS,NA,NA,4.086,NA,NA,12,NA,NA,NA,NA,NA,86.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,7.255,NA,3.433,1.816,NA,12,65,14.462,9.4,3.5,NA,14.3,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,12.525,NA,3.175,1.76,NA,14,138,14.275,19.7,5.8,NA,25.9,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,10.824,NA,3.291,1.632,NA,14,70,16.143,11.3,4.5,NA,15.9,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,12.148,NA,3.467,1.954,NA,16,69,14.638,10.1,6.3,NA,17.4,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,12.906,NA,3.574,1.742,NA,16,122,14.918,18.2,7.2,NA,25.8,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584146,Ames,Ames E1,0,Low,75,LC_2233,1,5,3,1584146,P39,NA,NA,2.758,NA,NA,12,NA,NA,NA,NA,NA,18.3,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584147,Ames,Ames E1,0,Low,75,LC_2233,1,8,4,1584147,IA2132,13.042,NA,4.416,2.6,NA,20,292,16.062,46.9,13.7,NA,58.7,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584147,Ames,Ames E1,0,Low,75,LC_2233,1,8,4,1584147,IA2132,12.331,NA,4.065,2.416,NA,16,223,14.933,33.3,10.2,NA,43.4,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584147,Ames,Ames E1,0,Low,75,LC_2233,1,8,4,1584147,IA2132,12.213,NA,4.187,2.581,NA,16,149,14.832,22.1,9.3,NA,31.1,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584147,Ames,Ames E1,0,Low,75,LC_2233,1,8,4,1584147,IA2132,NA,NA,4.182,NA,NA,18,NA,NA,NA,NA,NA,39.3,;;x - collect data; but analyze team may need to assess photos;Sweetcorn,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,7.334,NA,3.09,2.057,NA,12,61,19.344,11.8,5.6,NA,17.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,8.791,NA,3.131,1.896,NA,9,109,16.239,17.7,6.2,NA,25,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,7.338,NA,2.98,1.85,NA,10,71,22.535,16,4.8,NA,20.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,8.675,NA,3.043,1.814,NA,10,42,20.714,8.7,6.7,NA,15.5,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,10.409,NA,3.289,1.929,NA,11,114,22.895,26.1,7.3,NA,33,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584148,Ames,Ames E1,0,Low,75,LC_2233,1,13,2,1584148,F7,NA,NA,3.166,NA,NA,12,NA,NA,NA,NA,NA,31.5,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584149,Ames,Ames E1,0,Low,75,LC_2233,1,3,2,1584149,H99,10.845,NA,NA,2.111,NA,10,114,27.105,30.9,6.6,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584149,Ames,Ames E1,0,Low,75,LC_2233,1,3,2,1584149,H99,14.867,NA,NA,2.058,NA,10,207,27.585,57.1,13.1,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584149,Ames,Ames E1,0,Low,75,LC_2233,1,3,2,1584149,H99,15.827,NA,NA,2.52,NA,10,205,25.707,52.7,19.3,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584149,Ames,Ames E1,0,Low,75,LC_2233,1,3,2,1584149,H99,12.297,NA,NA,1.939,NA,10,104,24.327,25.3,8.7,NA,NA,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584150,Ames,Ames E1,0,Low,75,LC_2233,1,2,3,1584150,A654,10.532,NA,NA,1.92,NA,14,177,26.045,46.1,10.2,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584150,Ames,Ames E1,0,Low,75,LC_2233,1,2,3,1584150,A654,12.262,NA,NA,2.292,NA,12,207,24.058,49.8,14.4,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584150,Ames,Ames E1,0,Low,75,LC_2233,1,2,3,1584150,A654,14.148,NA,NA,2.423,NA,12,237,27.257,64.6,12.6,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584150,Ames,Ames E1,0,Low,75,LC_2233,1,2,3,1584150,A654,10.413,NA,NA,1.962,NA,12,165,24.909,41.1,8.6,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584150,Ames,Ames E1,0,Low,75,LC_2233,1,2,3,1584150,A654,10.569,NA,NA,1.982,NA,12,147,24.15,35.5,8.5,NA,NA,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584151,Ames,Ames E1,0,Low,75,LC_2233,1,9,2,1584151,CI66,5.608,NA,3.465,2.253,NA,12,58,16.034,9.3,5.8,NA,15.2,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584151,Ames,Ames E1,0,Low,75,LC_2233,1,9,2,1584151,CI66,NA,NA,4.189,NA,NA,14,NA,NA,NA,NA,NA,69.9,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,13.702,NA,3.94,2.185,NA,12,319,28.182,89.9,12.8,NA,100.5,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,12.96,NA,3.746,2.312,NA,14,224,26.384,59.1,11.5,NA,69.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,11.425,NA,3.503,2.234,NA,12,194,25.412,49.3,9,NA,57.3,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,11.267,NA,3.771,2.139,NA,12,243,26.831,65.2,8.9,NA,71.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,11.944,NA,3.804,1.99,NA,12,248,26.411,65.5,9.1,NA,72.6,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584152,Ames,Ames E1,0,Low,75,LC_2233,1,5,4,1584152,W153R,NA,NA,3.86,NA,NA,14,NA,NA,NA,NA,NA,84.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584153,Ames,Ames E1,0,Low,75,LC_2233,1,14,2,1584153,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,13.109,NA,4.124,2.331,NA,16,319,25.799,82.3,13.7,NA,94.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,10.867,NA,3.819,2.345,NA,14,218,23.44,51.1,8.8,NA,59.2,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,9.867,NA,3.792,2.26,NA,13,151,23.642,35.7,8.8,NA,44.2,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,9.135,NA,3.694,2.233,NA,16,173,22.486,38.9,7.6,NA,45.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,10.004,NA,3.964,2.268,NA,16,234,24.231,56.7,9.8,NA,65.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584154,Ames,Ames E1,0,Low,75,LC_2233,1,11,3,1584154,S8324,NA,NA,3.695,NA,NA,14,NA,NA,NA,NA,NA,62.6,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,13.051,NA,4.031,2.615,NA,16,228,27.982,63.8,17.2,NA,79.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,14.295,NA,4.26,2.444,NA,16,288,28.09,80.9,23.8,NA,104.9,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,14.157,NA,4.123,2.809,NA,16,238,28.151,67,23,NA,89.4,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,15.831,NA,4.52,2.837,NA,16,316,29.494,93.2,28,NA,119.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,16.368,NA,4.334,2.767,NA,16,361,28.615,103.3,28.7,NA,130.9,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584155,Ames,Ames E1,0,Low,75,LC_2233,1,16,2,1584155,LH1,NA,NA,4.392,NA,NA,16,NA,NA,NA,NA,NA,115.6,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584156,Ames,Ames E1,0,Low,75,LC_2233,1,2,4,1584156,B73,12.481,NA,NA,2.8,NA,18,297,24.478,72.7,18.9,NA,NA,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584156,Ames,Ames E1,0,Low,75,LC_2233,1,2,4,1584156,B73,12.463,NA,NA,2.643,NA,14,81,25.062,20.3,15,NA,NA,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584156,Ames,Ames E1,0,Low,75,LC_2233,1,2,4,1584156,B73,12.317,NA,NA,2.822,NA,16,197,26.701,52.6,19.3,NA,NA,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584156,Ames,Ames E1,0,Low,75,LC_2233,1,2,4,1584156,B73,12.613,NA,NA,2.777,NA,16,298,22.349,66.6,19.1,NA,NA,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584156,Ames,Ames E1,0,Low,75,LC_2233,1,2,4,1584156,B73,9.24,NA,NA,2.507,NA,14,65,22.308,14.5,9,NA,NA,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,13.596,NA,4.883,3.001,NA,18,414,25.749,106.6,25.8,NA,128.4,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,13.86,NA,4.477,2.698,NA,16,244,28.074,68.5,22.7,NA,89,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,12.84,NA,4.214,2.84,NA,16,168,23.75,39.9,20,NA,59.4,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,12.287,NA,4.734,2.63,NA,16,194,27.165,52.7,19.5,NA,70.6,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,11.733,NA,4.217,2.541,NA,14,117,23.846,27.9,14,NA,40.9,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584157,Ames,Ames E1,0,Low,75,LC_2233,1,8,2,1584157,B73,NA,NA,4.821,NA,NA,16,NA,NA,NA,NA,NA,108.9,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584158,Ames,Ames E1,0,Low,75,LC_2233,1,16,3,1584158,B73,NA,NA,4.522,NA,NA,16,NA,NA,NA,NA,NA,137.4,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,13.62,NA,4.506,2.828,NA,16,363,24.711,89.7,24.5,NA,111.7,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,11.798,NA,4.441,3.001,NA,20,298,23.289,69.4,20.7,NA,87.8,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,11.151,NA,4.441,2.795,NA,16,192,24.844,47.7,15.5,NA,61.8,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,10.828,NA,4.547,2.877,NA,18,221,23.846,52.7,16.8,NA,67.7,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,15.476,NA,4.847,3.072,NA,18,471,26.115,123,31.1,NA,150.6,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584159,Ames,Ames E1,0,Low,75,LC_2233,1,4,2,1584159,B73,NA,NA,4.623,NA,NA,18,NA,NA,NA,NA,NA,123.5,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,10.868,NA,4.172,2.92,NA,16,264,14.015,37,16.4,NA,74.4,Check;x-counting;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,13.671,NA,4.443,2.792,NA,16,344,24.448,84.1,22.3,NA,105.5,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,14.125,NA,4.226,2.582,NA,14,383,23.133,88.6,21.7,NA,108.9,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,12.804,NA,4.22,2.872,NA,16,297,24.209,71.9,21.6,NA,93.6,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,15.272,NA,4.558,2.851,NA,16,453,25.408,115.1,25.8,NA,139,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584160,Ames,Ames E1,0,Low,75,LC_2233,1,12,3,1584160,B73,NA,NA,4.156,NA,NA,17,NA,NA,NA,NA,NA,112.5,Check;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,8.59,NA,4.345,2.741,NA,16,121,30.826,37.3,16.5,NA,53.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,15.026,NA,4.709,3.033,NA,16,445,25.933,115.4,36,NA,147,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,13.293,NA,4.665,3.099,NA,16,319,29.185,93.1,29.9,NA,120.2,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,12.888,NA,4.836,3.097,NA,16,325,28.185,91.6,26.6,NA,115.2,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,16.139,NA,4.823,3.275,NA,16,429,27.716,118.9,39.7,NA,154.9,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584161,Ames,Ames E1,0,Low,75,LC_2233,1,14,8,1584161,K55,NA,NA,4.551,NA,NA,16,NA,NA,NA,NA,NA,102.4,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584162,Ames,Ames E1,0,Low,75,LC_2233,1,7,8,1584162,VA99,12.289,NA,3.829,2.625,NA,16,257,28.911,74.3,13.9,NA,86,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584162,Ames,Ames E1,0,Low,75,LC_2233,1,7,8,1584162,VA99,11.082,NA,3.682,2.435,NA,18,185,21.784,40.3,9.8,NA,49.8,;;,2022,2022 Ames,2022 Ames Low,NA
22-A-1584162,Ames,Ames E1,0,Low,75,LC_2233,1,7,8,1584162,VA99,12.714,NA,3.854,2.523,NA,14,285,28.667,81.7,14.5,NA,94,;;,2022,2022 Ames,2022 Ames Low,NA
