qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
22-A-1584169,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,31,1,2,7,1584169,A635,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,33,91,6838,12.474,NA,NA,2.051,NA,14.3,154,21.367,32.8,42.24,9.44,0.101766667,74.91971032,16.06335488,4.185811711,2.21866054,1.384024963,NA,NA,;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,A635
22-A-1584170,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,15,8,1584170,CM174,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,36,104,6397,11.51,NA,3.787,2.441,NA,13.7,185,21.524,39.8,53.34,13.54,0.1012,74.43408866,13.51738007,3.96924543,2.347833013,1.365783852,NA,NA,;;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NA
22-A-1584171,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,37,1,6,5,1584171,H95,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,128,8162,13.639,NA,3.652,2.36,NA,15,170,24.36,41.5,57.82,16.32,0.104866667,72.99371967,13.52256583,4.565622532,2.441057264,1.360531861,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,H95
22-A-1584172,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,5,9,1584172,A239,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,116,7279,12.723,NA,3.968,2.339,NA,14,261,31.15,81.2,95.82,14.62,0.112066667,78.49416785,11.20382844,4.312370389,1.763074494,1.357128858,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,A239
22-A-1584174,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,3,5,1584174,CO255,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,5515,15.451,NA,NA,2.522,NA,13.5,209,25.149,52.5,67.36,14.86,0.0983,68.26500857,17.38274337,4.226857677,2.574514104,1.279188193,NA,NA,;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CO255
22-A-1584175,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,4,8,1584175,N6,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,157,5515,18.186,NA,4.58,2.854,NA,15.3,298,29.457,87.8,117.26,29.46,0.099366667,71.09856978,14.30128665,5.119455073,1.918544766,1.327288187,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,N6
22-A-1584176,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,4,9,1584176,N28HT,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,68,162,7279,14.826,NA,4.241,2.727,NA,16.7,387,27.793,107.6,129.3,21.7,0.106766667,78.70773913,11.35524287,4.236401653,2.218313881,1.345272292,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,N28Ht
22-A-1584177,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,26,1,17,9,1584177,PA762,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,138,5735,15.221,NA,3.714,2.712,NA,13.3,NA,NA,NA,NA,20.9,0.1143,75.38961448,14.35779576,3.913329177,3.0678089,1.457456021,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Pa762
22-A-1584178,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,8,8,1584178,792,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,74,142,7279,13.522,NA,4.274,2.503,NA,17.7,313,29.553,92.6,108.54,15.94,0.118466667,78.29708816,13.04293621,4.48108986,2.441213647,1.514180384,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,792
22-A-1584179,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,28,1,10,6,1584179,NC264,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,129,6176,10.054,NA,3.916,2.349,NA,13.3,212,24.835,52.6,62.7,10.1,0.105933333,75.36655015,12.45487676,5.097137661,1.013262977,1.359555648,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC264
22-A-1584181,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,31,1,5,6,1584181,N192,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,49,126,6838,14.079,NA,3.926,2.443,NA,15,281,27.825,78.3,96.02,17.72,0.1151,78.12242917,12.46700266,4.308870942,2.33846531,1.413468371,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,N192
22-A-1584182,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,30,1,16,4,1584182,ZS365,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,49,122,6618,11.772,NA,4.213,2.55,NA,14.3,324,29.018,94,108,14,0.102566667,77.96212679,9.667642067,4.478638888,1.329309914,1.225080559,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,ZS365
22-A-1584183,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,3,7,1584183,ML606,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,43,136,5515,11.941,NA,4.028,2.596,NA,13,287,25.557,73.4,89.2,15.8,0.1029,76.47992041,11.71346551,4.187905925,1.814195653,1.350348915,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,ML606
22-A-1584184,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,23,1,14,4,1584184,CM105,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,32,101,5074,14.263,NA,3.691,2.41,NA,13.7,210,22.041,46.2,64.7,18.5,0.104133333,72.43264431,14.24635932,4.225204139,2.769988806,1.279344694,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CM105
22-A-1584185,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,11,10,1584185,H105W,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,84,150,5515,14.34,NA,4.162,2.937,NA,16.5,307,26.877,82.5,102.68,20.18,0.1079,76.7069742,12.07530877,3.878606262,2.521428932,1.223031935,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,H105W
22-A-1584186,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,10,1,3,9,1584186,MDF-13D,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,45,144,2206,15.122,NA,3.538,2.247,NA,10.7,216,28.609,61.7,76.46,14.76,0.103233333,74.58035196,12.83232145,3.863624197,2.395326712,1.222831001,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;Smooth cob/ovule issue;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,DKMFD-13D
22-A-1584187,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,14,1,14,9,1584187,LH145,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,117,3088,15.43,NA,3.217,1.768,NA,12.8,190,26.779,50.9,62.68,11.78,0.101133333,74.3420028,12.78997503,3.837318241,2.323315833,1.38219993,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,LH145
22-A-1584188,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,3,10,1584188,207,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,126,6397,12.631,NA,3.652,2.211,NA,13.7,222,21.162,47,57.6,10.6,0.103766667,73.27899389,13.01407192,4.884417575,1.913043743,1.398517132,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PH207
22-A-1584189,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,13,1,9,11,1584189,PHG50,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,54,121,2868,15.464,NA,3.952,2.587,NA,13.5,332,27.072,89.9,107.2,17.3,0.1063,77.38415485,11.53540984,4.490566811,1.277164271,1.335430246,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHG50
22-A-1584190,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,16,11,1584190,G80,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,55,140,6397,14.336,NA,4.131,2.654,NA,13.7,262,29.687,77.8,98.24,20.44,0.1041,78.47260081,9.674348697,4.865234418,2.037035234,1.289501895,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,G80
22-A-1584191,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,38,1,14,6,1584191,CR1HT,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,138,8382,13.928,NA,3.623,1.756,NA,11.3,299,22.939,68.7,78.26,9.56,0.107,77.64481784,11.26535734,4.539957305,2.01036262,1.521482928,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CR1HT
22-A-1584192,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,37,1,16,6,1584192,PHG71,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,138,8162,13.659,NA,3.567,2.339,NA,12.3,211,25.464,53.8,64.7,10.9,0.1012,72.64992366,13.17103955,4.821480466,2.376771189,1.386411298,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHG71
22-A-1584193,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,32,1,15,6,1584193,LH82,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,123,7059,11.775,NA,4.069,2.471,NA,19.3,311,22.65,70.4,82.2,11.8,0.1049,76.60630622,11.46184795,4.959055959,1.822310723,1.418729377,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,LH82
22-A-1584194,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,26,1,8,11,1584194,PHG72,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,72,137,5735,15.031,NA,3.912,2.321,NA,13.7,369,25.249,93.2,109.46,16.26,0.111266667,75.55458515,11.84170421,5.211785545,1.548729109,1.417986299,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHG72
22-A-1584195,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,30,1,6,6,1584195,PHJ40,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,38,95,6618,11.84,NA,3.722,2.437,NA,11.7,219,25.748,56.4,71.68,15.28,0.1097,77.84218748,10.79100843,4.621722537,1.816609007,1.219549589,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHJ40
22-A-1584196,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,36,1,2,8,1584196,764,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,64,130,7941,12.032,NA,NA,2.252,NA,17,276,28.354,78.2,92.98,14.78,0.101666667,79.18230226,10.47539524,3.985673781,1.796885462,1.309441639,NA,NA,;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,764
22-A-1584197,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,37,1,16,9,1584197,LP5,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,54,113,8162,12.407,NA,4.264,2.659,NA,17,240,27.41,65.8,79.46,13.66,0.1014,77.67733719,9.775334018,4.487213084,1.770828892,1.308598605,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,LP5
22-A-1584198,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,22,1,11,11,1584198,PHK76,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,66,140,4853,16.778,NA,4.055,2.606,NA,12,403,29.425,118.6,139.4,20.8,0.102566667,75.62689027,10.47160323,4.51101611,1.804404573,1.307820041,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHK76
22-A-1584199,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,16,8,1584199,PHN11,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,38,113,5515,14.237,NA,4.048,2.64,NA,15.3,369,23.386,86.2,101,14.8,0.0999,77.83849432,10.28601643,4.094058337,1.230164058,1.254918072,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHN11
22-A-1584200,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,26,1,9,10,1584200,PHT77,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,54,142,5735,13.867,NA,4.471,2.915,NA,14,316,26.852,85,106.14,21.14,0.107333333,79.6761395,9.842930451,3.722974041,1.485064312,1.267520177,NA,NA,;;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,PHT77
22-A-1592801,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,19,1,17,7,1592801,MBST,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,51,151,4191,16.087,NA,3.519,2.446,NA,12,NA,NA,NA,NA,13.733,0.1124,76.45431454,11.71156861,4.302819824,2.289463278,1.332777647,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,MBST
22-A-1592802,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,11,9,1592802,NS501,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,60,139,6397,14.52,NA,3.973,2.454,NA,12.8,186,27.522,51.1,63.64,12.54,0.104233333,73.17823218,15.0059065,5.227379212,2.170349474,1.570127453,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NS501
22-A-1592803,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,20,1,14,11,1592803,DE_2,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,155,4412,15.603,NA,4.993,2.944,NA,16,409,30.039,122.9,160.74,37.84,0.104333333,79.74981358,9.398826118,4.724324937,1.566475132,1.38785423,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,DE2
22-A-1592804,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,27,1,8,9,1592804,SD40,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,58,133,5956,13.291,NA,3.861,2.343,NA,13.3,276,24.336,67.1,78.26,11.16,0.116733333,79.77340037,10.7561454,4.71568548,1.428161128,1.405842028,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,SD40
22-A-1592805,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,12,6,1592805,NC232,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,75,163,7279,13.051,NA,4.48,2.85,NA,15.7,360,24.739,89,112.82,23.82,0.10780000000000001,72.94541296,14.55218167,4.317112824,2.521179175,1.360942772,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC232
22-A-1592806,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,24,1,12,5,1592806,VA59,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,71,152,5294,14.928,NA,3.888,2.308,NA,11.6,350,28.929,101.2,120.75,19.55,0.1036,74.7075067,13.10481751,4.538499468,1.543165208,1.323326544,NA,NA,;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Va59
22-A-1592807,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,28,1,12,8,1592807,C103,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,145,6176,16.277,NA,3.55,2.227,NA,11.2,263,25.357,66.7,84.72,18.02,0.1048,76.11918379,10.78088978,4.487548893,1.980228771,1.310220989,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,C103
22-A-1592808,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,31,1,17,11,1592808,OH43,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,54,140,6838,17.532,NA,3.846,2.552,NA,14.3,357,24.815,88.6,105.48,16.88,0.103733333,78.75774366,10.04605854,4.091145698,2.074906228,1.360979732,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Oh43
22-A-1592809,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,8,5,1592809,VA22,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,143,6397,17.587,NA,3.73,2.574,NA,12,278,27.932,77.5,102.92,25.42,0.1073,73.73031405,14.69449998,4.756194687,1.953547384,1.476609537,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Va22
22-A-1592810,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,2,6,1592810,CI31A,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,66,116,7279,11.477,NA,NA,2.501,NA,13.8,148,24.587,36.3,50.06,13.76,0.095033333,67.64234333,16.22365363,5.254389073,3.231778975,1.306546959,NA,NA,;;;Cob broke in pieces;Cob broke in pieces;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CI31A
22-A-1592811,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,31,1,7,9,1592811,CML323,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,87,125,6838,11.975,NA,3.778,2.586,NA,12,165,23.03,38,52.9,14.9,0.1071,73.00834249,14.4516759,4.656352684,2.216329737,1.341991703,NA,NA,;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CML_323
22-A-1592812,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,12,9,1592812,IA5125,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,140,5515,11.888,NA,4.09,2.502,NA,15.3,154,26.4,40.7,51.85,11.15,0.0972,72.64566663,14.66598409,6.028485126,0.621552819,1.018370028,NA,NA,;;;;;;;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;Sweetcorn;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Ia5125
22-A-1592813,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,29,1,17,4,1592813,IL14H,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,29,117,6397,11.819,NA,3.656,2.472,NA,13.6,NA,NA,NA,NA,9.525,NA,NA,NA,NA,NA,NA,NA,NA,;;;;;;Sweetcorn;Sweetcorn;Sweetcorn;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Il14H
22-A-1592814,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,16,1,4,10,1592814,IL677A,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,38,134,3529,12.667,NA,3.734,2.527,NA,14.5,153,23.791,36.4,49.567,13.167,0.106166667,75.1246434,12.912397350000001,4.351956245,1.931589469,1.164048768,NA,NA,;;;;;Sweetcorn;Sweetcorn;Sweetcorn;Sweetcorn;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames Low,NA,i1677a
22-A-1592815,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,19,1,10,10,1592815,NC260,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,52,165,4191,12.213,NA,3.626,2.358,NA,13.2,200,25.491,50.9,67.26,16.36,0.096633333,71.19788882,13.8468976,5.093805009,2.283079089,1.470479966,NA,NA,;;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC260
22-A-1592816,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,30,1,16,10,1592816,NC296,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,89,164,6618,14.844,NA,4.033,2.634,NA,13,255,26.921,68.5,81.7,13.2,0.100266667,77.11475964,10.9243516,4.541999078,2.223354138,1.367050024,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC296
22-A-1592817,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,10,7,1592817,NC310,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,67,154,7279,13.121,NA,4.117,2.798,NA,18.8,278,22.961,63.8,82.775,18.975,0.1059,79.28727702,10.26161409,3.890394013,1.209130383,1.188361093,NA,NA,;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC310
22-A-1592818,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,28,1,9,8,1592818,NC340,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,59,130,6176,14.315,NA,3.583,2.185,NA,12.3,262,22.475,58.8,72.06,13.26,0.110433333,77.85659623,12.3504087,3.765809253,1.937651004,1.259492202,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC340
22-A-1592819,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,28,1,2,9,1592819,NC362,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,62,142,6176,14.583,NA,NA,2.426,NA,13.3,304,23.167,70.4,89.02,18.62,0.102966667,76.15518964,12.44811565,4.614477507,2.701237345,1.408489412,NA,NA,;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,NC362
22-A-1592820,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,25,1,4,5,1592820,CI91B,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,80,140,5515,14.076,NA,3.61,2.44,NA,14.7,231,22.81,52.6,65.4,12.8,0.107666667,76.1061185,12.53318648,5.53397942,1.892384604,1.423321336,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,CI_91B
22-A-1592821,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,21,1,14,5,1592821,SD44,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,40,138,4632,13.11,NA,4.132,2.43,NA,16.3,280,22.773,63.7,79.88,16.18,0.106033333,77.38309686,11.5664499,4.1293387,1.843485017,1.397249601,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,SD44
22-A-1592822,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,33,1,12,7,1592822,6F629,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,63,162,7279,13.864,NA,3.774,2.071,NA,12.8,244,27.951,68.2,81.5,13.3,0.107033333,77.5038537,11.75095323,5.212681529,1.76011432,1.47149262,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,6F629
22-A-1592823,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,27,1,17,5,1592823,LH183,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,56,144,5956,13.078,NA,3.302,2.171,NA,11,NA,NA,NA,NA,10.44,0.1106,77.10690706,10.80849151,4.542372814,2.001346574,1.361068559,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,LH183
22-A-1592824,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,30,1,5,8,1592824,A619,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,35,120,6618,11.148,NA,4.319,2.653,NA,15,252,25.23,63.7,73.98,10.28,0.1148,79.13931406,11.72035558,4.3537751,2.441130251,1.429556531,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,A619
22-A-1592825,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,30,1,10,5,1592825,A679,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,77,166,6618,9.701,NA,4.091,2.568,NA,17.3,205,24.062,49.3,62.2,12.9,0.1045,78.62466247,9.38004905,4.763922721,1.936365544,1.400759309,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,A679
22-A-1592826,2022,Ames,Ames E1,0,Low,75,LC_2233,7.5,32,1,3,8,1592826,VA35,5/22/2023,NA,NA,NA,NA,NA,NA,NA,NA,72,156,7059,18.58,NA,4.425,2.504,NA,11.7,394,33.379,131.4,159.12,27.72,0.102233333,76.75927451,12.31196276,4.681668846,1.195209947,1.236575804,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames Low,NA,Va35
